HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.merged,Input.submitter,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Answer.GithubID,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject

3NQUW096N6W4M21UUQRNIGYFRCC9LY,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,3JWH6J9I9T1FKFH6UPQZAYSFXBINBK,AMZVZJL54O491,Approved,Mon Sep 26 03:44:29 PDT 2016,Mon Sep 26 03:47:32 PDT 2016,Mon Oct 03 03:47:32 PDT 2016,Wed Sep 28 14:46:02 PDT 2016,Tue Sep 27 10:53:02 PDT 2016,,183,80% (64/80),80% (64/80),80% (64/80),1326,https://github.com/apache/spark/pull/10677,https://github.com/apache/spark/graphs/contributors,FALSE,davies,asfgit,"mateiz, rxin, pwendell",4,17,{},{},davies,"mateiz, rxin, pwendell, joshrose, davies, tdas, liancheng, zsxwing","aray, hvanhovell,","Y,core","SparkQA commented on Feb 10



Test build #2534 has finished for PR 10677 at commit 9c7a06f.



    This patch passes all tests.

    This patch merges cleanly.

    This patch adds no public classes.",N,{},N,{},N,{},"Rej, implemented.","davies commented on Feb 10



merging into master, thanks!",,

3NQUW096N6W4M21UUQRNIGYFRCC9LY,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,3NJM2BJS4XUYX5LPO4ZMP73SG9LCPB,ABFSVRWVFHZ6P,Approved,Thu Sep 29 23:06:51 PDT 2016,Thu Sep 29 23:46:45 PDT 2016,Thu Oct 06 23:46:45 PDT 2016,Sat Oct 01 19:06:03 PDT 2016,,,2394,100% (39/39),100% (39/39),100% (39/39),1326,https://github.com/apache/spark/pull/10677,https://github.com/apache/spark/graphs/contributors,FALSE,davies,asfgit,"mateiz, rxin, pwendell",4,17,{},0pointr,davies,"mateiz, rxin, pwendell, JoshRosen, tdas, ankurdave, srowen, marmbrus, ScrapCodes, aarondav, andrewor14, kayousterhout","SparkQA, aray,",N,{},"Y,core","@davies I did some reading on grouping_id() and it depends per vendor. Oracle also allows you to use a subset of the grouping columns, see: https://docs.oracle.com/cd/B19306_01/server.102/b14200/functions063.htm. Lets keep it like it is, someone can always implement this more fancy operator (shouldn't be to hard).



As for the Hive compatibility we can also add a few lines of comments in the Analyzer explaining why Hive is wrong.","Y,improve","@davies the PR is in good shape. The two main (minor) issues I could find are:



The use of the Hive gid which is wrong. We could also break some compatibility and solve it at the root.

The usefulllnes of child expressions in the grouping_id function.",N,{},Merged.,{},,

30EV7DWJTVJ14I6VFYD1SE99AQ86YC,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3FTYUGLFSV949N9K4LLJB7GTABMD5K,ABFSVRWVFHZ6P,Approved,Fri Sep 30 05:31:03 PDT 2016,Fri Sep 30 05:38:30 PDT 2016,Fri Oct 07 05:38:30 PDT 2016,Sat Oct 01 19:06:04 PDT 2016,,,447,100% (39/39),100% (39/39),100% (39/39),1334,https://github.com/apache/spark/pull/10598,https://github.com/apache/spark/graphs/contributors,FALSE,vijaykiran,vijaykiran,"mateiz, rxin, pwendell",5,18,Sometimes comment is made by a contributor who is not a core member. Neither is an external member. There should be a non-core contributor option.,0pointr,vijaykiran,"mateiz, rxin, pwendell, JoshRosen, tdas, ankurdave, srowen, marmbrus, ScrapCodes, aarondav, andrewor14, kayousterhout, jegonzal,  holdenk, markhamstra, mengxr","vijaykiran, SparkQA",N,{},N,{},N,{},N,{},"Rej, implemented.",@vijaykiran I merged #11183 into master. Do you mind closing this PR? Thanks!,,

30EV7DWJTVJ14I6VFYD1SE99AQ86YC,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3X66WABAJX647SW7SSYY2VL687GG3B,AMZVZJL54O491,Rejected,Mon Sep 26 03:26:33 PDT 2016,Mon Sep 26 03:30:17 PDT 2016,Mon Oct 03 03:30:17 PDT 2016,,Tue Sep 27 10:53:03 PDT 2016,Submitter is left blank. If you have doubts about that. Please contact di.chen.mturk@gmail.com,224,80% (64/80),80% (64/80),80% (64/80),1334,https://github.com/apache/spark/pull/10598,https://github.com/apache/spark/graphs/contributors,FALSE,vijaykiran,vijaykiran,"mateiz, rxin, pwendell",5,18,{},{},{},"mateiz, rxin, pwendell, joshrosen, davies, tdas, liancheng, zdxwing, cloud-fan, mengxr, srowen, marmbrus, yhuai, ankurdave","bryancutler, vijaykiran,","Y,others","BryanCutler commented on Jan 7



LGTM.","Y,others","BryanCutler commented on Jan 7



LGTM. It's not necessary to squash commits, but could you update the PR title/description to indicate that this is for PySpark MLlib classification?",N,{},N,{},"Rej, implemented.","Thanks for working on this @vijaykiran , I finished up the remaining fix in #11183 so please close this one up.

cc @mengxr",,

3GMLHYZ0LELM6TWWBGB48KNPDCPYU5,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,3QUO65DNQVCCYZQOVV77UDK8C62UOV,AMZVZJL54O491,Approved,Mon Sep 26 04:33:51 PDT 2016,Mon Sep 26 04:37:43 PDT 2016,Mon Oct 03 04:37:43 PDT 2016,Wed Sep 28 14:46:02 PDT 2016,,,232,80% (64/80),80% (64/80),80% (64/80),1347,https://github.com/Homebrew/homebrew/pull/47888,https://github.com/Homebrew/homebrew/graphs/contributors,FALSE,mikemcquaid,mikemcquaid,"BrewTestBot, jacknagel, adamv",6,18,{},{},MikeMcQuaid,"BrewTestBot, jacknagel, adamv, mikemcquaid, asparagui, domt4, xu-cheng, mxcl","dunn, ilovezfs,","Y,core","UniqMartin commented on Jan 9



I like the idea of always providing a reason a lot. In the hopes that this PR gets merged, I already took the liberty to comment on minor stuff that should end up in the final implementation, one way or another.","Y,core","UniqMartin commented on Feb 11



I still like the general idea and see it as an improvement. At the same time I continue to have a hard time to wrap my head around the proposed DSL. I strongly feel that the order of <reason> and <condition> in pour_bottle? <reason> { <condition> } feels backwards to me. Given that we should be using this DSL rather sparingly, I think we can safely trade terseness for being more expressive and I hope if we can come up with better keywords for the suggestion in #47888 (comment) this will ultimately result in greater clarity.",N,{},N,{},"Rej, implemented.","MikeMcQuaid commented on Feb 18



Added tests, addressed comments and pushed. Thanks!",,

3IH9TRB0FBNK7WQT5AFHBUO4CWU1I3,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:03 PDT 2016,,,3LJ7UR74RI1VZGWXFAGC2KM9OLUN4C,ABFSVRWVFHZ6P,Approved,Fri Sep 30 07:31:52 PDT 2016,Fri Sep 30 07:52:09 PDT 2016,Fri Oct 07 07:52:09 PDT 2016,Sat Oct 01 19:06:06 PDT 2016,,,1217,100% (39/39),100% (39/39),100% (39/39),1350,https://github.com/lasagne/Lasagne/pull/570,https://github.com/lasagne/Lasagne/graphs/contributors,TRUE,craffel,benanne,"f0k, benanne, craffel",3,18,{},0pointr,craffel,"f0k, benanne",{},"Y,core","Looks nice :) I had a quick look, didn't do a detailed review. It seems that coveralls is unhappy because the case of scales=None is untested.","Y,core","+1 for adding a layer that just scales and shifts, this is currently not easily possible. The way it's presented might evoke too high expectations, though (like it would actually take care of computing the standardization). What about just neutrally calling it a ScaleShiftLayer, renaming axes to shared_axes, giving it a trainable keyword argument and pointing out your use case in the documentation? Would that work as well or would that be too generic / too difficult to find?



Regarding the implementation, I'm not sure about the reshape in the end -- wouldn't it be better to follow the dimshuffle pattern as in BiasLayer, for example?",N,{},N,{},Merged.,{},,

3IH9TRB0FBNK7WQT5AFHBUO4CWU1I3,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:03 PDT 2016,,,3X31TUMD7YAOJHWTGFHVRUBH64J1L5,A1WTD5OHCQS3TG,Rejected,Mon Sep 26 05:22:02 PDT 2016,Mon Sep 26 05:30:28 PDT 2016,Mon Oct 03 05:30:28 PDT 2016,,Wed Sep 28 14:46:03 PDT 2016,Q5 is wrong. We approve HIT with at least correct answer for Q5 and the preparation parts. If you have doubts about that. Please contact di.chen.mturk@gmail.com,506,30% (3/10),30% (3/10),30% (3/10),1350,https://github.com/lasagne/Lasagne/pull/570,https://github.com/lasagne/Lasagne/graphs/contributors,TRUE,craffel,benanne,"f0k, benanne, craffel",3,18,{},zabza13,craffel,"f0k, benanne, craffel","f0k, benanne","Y,core","+1 for adding a layer that just scales and shifts, this is currently not easily possible. The way it's presented might evoke too high expectations, though (like it would actually take care of computing the standardization). What about just neutrally calling it a ScaleShiftLayer, renaming axes to shared_axes, giving it a trainable keyword argument and pointing out your use case in the documentation? Would that work as well or would that be too generic / too difficult to find?



Regarding the implementation, I'm not sure about the reshape in the end -- wouldn't it be better to follow the dimshuffle pattern as in BiasLayer, for example?","Y,core","Every symbolic .shape introduces a Theano Op, so it might a little less inefficient / more difficult to optimize for Theano (but I don't know).



The reshape pattern is more natural to me personally.



Or OffsetScaleLayer based on my current naming.

Fine as well. ScaleShiftLayer would actually imply scaling first, so disregard this.



If there's a use-case for a generic (potentially trainable) offset-and-scale layer





I'd personally think it would be convenient/helpful to also have a named layer which suggests it is used for standardization and sets trainable to False by default.





Might lead to less code duplication in the long run, and it would be about as convenient to use (and as easy to find) as your StandardizationLayer. What do you think?","Y,bug|Y,improve","No no, it doesn't. It was just a question of what dimensionality the parameters are defined as in the first place. My idea was that a BiasLayer on 4D input should always have a 4D bias tensor with broadcastable singleton dimensions for all shared axes, instead of creating, say, a 2D tensor and adding the correct broadcastable dimensions in get_output_for(). It does the latter now to be compatible with existing biases, but this also means it's got to have the somewhat complex dimshuffle pattern generator.



Okay for me as well. One might want to try continuing training from the standardization, but that only makes sense if the next layer doesn't start with a linear transformation anyway. That's probably not going to happen very often.



Do you want to add the ScaleLayer and standardize() macro (the latter could reuse a lot of your current docstring)? The ScaleLayer should probably go into layers/special.py after the BiasLayer, about standardize() I'm not sure.","Y,not fit.","If you rebase onto the latest master (sorry about the merge conflict), layers/normalize.rst will magically appear for you to put the docs into. I'm still not sure if this function should live in normalize or special, though (hint: if you move it to special, you avoid the merge conflict, if that's a good reason ;) ).","Rej, not sure.",{},,

360ZO6N6J17OSKJFU2S2ITD4RH29M0,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,33PPUNGG39TWHBCETANJ504SPBQZRN,A1WSTW4R68I8KI,Approved,Mon Sep 26 03:29:44 PDT 2016,Mon Sep 26 03:57:53 PDT 2016,Mon Oct 03 03:57:53 PDT 2016,Wed Sep 28 14:45:59 PDT 2016,,,1689,100% (4/4),100% (4/4),100% (4/4),1354,https://github.com/sindresorhus/ava-docs/pull/7,https://github.com/sindresorhus/ava-docs/graphs/contributors,FALSE,AlbertoFuente,sindresorhus,"forresst, AlbertoFuente",3,19,"I understand your defenition of 'external developers' as commentators that swung by, but havn't made a commit. Since it seems all in this indeed have made commits, I left it blank. I'd like you guys to clear that up a little as for the third time now I got stuck on whether or not to include the submitter (as they all became commiters). Again, you can reach me at tagtraumer@gmail.com",tagtraumer,AlbertoFuente,"forresst, AlbertoFuente, charbelrami, sohje, 5preco21, sindresorhus",{},"Y,core","Awesome! Thanks for doing that @AlbertoFuente :)



You don't need to translate maintaining.md.



Do you know anyone that could review your translation?",N,{},"Y,improve","@AlbertoFuente Good job ! The part of ... master #diff - is correct.

There's just three little things to do and it will be perfect for me, sorry, I had not seen it:



    To keep the same naming of the French directory, replace the name directory es-ES by es_ES



    Adds a row in the readme.md to add the link to the Spanish language. (If possible before the french language to respect alphabetical order : 1: espaÃ±ol, 2: franÃ§ais) :



    - [EspaÃ±ol](es_ES/readme.md) *(by [@AlbertoFuente](https://github.com/AlbertoFuente))*



    Rebase your PR to one commit (It contains a commit master)



LGTM



@sindresorhus Other remarks or it's ok for you?",N,{},"Rej, implemented.",Added you to the repo. Feel free to commit updates directly.,,

30U1YOGZGAK3T591QFTQGYV0ARYSDB,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,3Z3ZLGNNSJIVKHQLVO3AW9P8EU63QA,AMZVZJL54O491,Approved,Mon Sep 26 05:03:04 PDT 2016,Mon Sep 26 05:05:44 PDT 2016,Mon Oct 03 05:05:44 PDT 2016,Wed Sep 28 14:46:02 PDT 2016,,,160,80% (64/80),80% (64/80),80% (64/80),1356,https://github.com/facebook/relay/pull/714,https://github.com/facebook/relay/graphs/contributors,FALSE,skevy,josephsavona,"josephsavona, yungsters, steveluscher",6,19,{},{},skevy,"josephsavona, yungsters, steveluscher, wincent, kassens","pthrasher, hzoo, dmitrysoshniikov,","Y,core","skevy commented on Jan 26



@josephsavona woot! one step closer. :)","Y,others","@DmitrySoshnikov

DmitrySoshnikov commented on Feb 8



    Sometimes, interestingly, this is not necessary, and you can do the more normal



Yeah, if you put presets before plugins it seems might run them first, depending on order, which is bad. Anyways, I'd avoid indeterministic behavior, and rely only on fully working solution.",N,{},"Y, no value","josephsavona commented on Mar 2



Ok, so the next steps here are:



    Document how to configure the Relay plugin to run before the default React Native plugins

    Work with @DmitrySoshnikov and Babel folks to make it easier to set up plugin/preset ordering.



I'm going to close this PR since we will make a documentation change instead of a code change.","Rej, not sure.",{},,

3RKHNXPHGWKRMO7F71ADZC8EFXGUK6,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,33CID57105HKTKA83JVEFNQE4O43L6,AMZVZJL54O491,Rejected,Mon Sep 26 03:33:18 PDT 2016,Mon Sep 26 03:35:13 PDT 2016,Mon Oct 03 03:35:13 PDT 2016,,Tue Sep 27 10:53:03 PDT 2016,Q5 is wrong. We approve HIT with at least correct answer for Q5 and the preparation parts. If you have doubts about that. Please contact di.chen.mturk@gmail.com,115,80% (64/80),80% (64/80),80% (64/80),1372,https://github.com/ParsePlatform/Parse-SDK-JS/pull/164,https://github.com/ParsePlatform/Parse-SDK-JS/graphs/contributors,TRUE,andrewimm,andrewimm,"andrewimm, peterdotjs",6,19,{},{},{},"andrewimm, peterdotjs,wangmengyan95, stanleyw","hallucinogen, grantland, tylerbrock, roddylindsay","Y,core","TylerBrock commented on Jan 11

w00t

â€_","Y,core","grantland commented on Jan 11



Maybe ReactObject instead and ObjectState and Single(Instance)ObjectState?",N,{},N,{},Merged.,{},,

3RKHNXPHGWKRMO7F71ADZC8EFXGUK6,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3QL2OFSM976YUK9C8PMULIYXGWYNC8,ABFSVRWVFHZ6P,Approved,Fri Sep 30 05:04:26 PDT 2016,Fri Sep 30 05:10:24 PDT 2016,Fri Oct 07 05:10:24 PDT 2016,Sat Oct 01 19:06:06 PDT 2016,,,358,100% (39/39),100% (39/39),100% (39/39),1372,https://github.com/ParsePlatform/Parse-SDK-JS/pull/164,https://github.com/ParsePlatform/Parse-SDK-JS/graphs/contributors,TRUE,andrewimm,andrewimm,"andrewimm, peterdotjs",6,19,{},0pointr,{},"andrewimm, peterdotjs, wangmengyan95, stanleyw, gfosco","roddylindsay, grantland, hallucinogen, facebook-github-bot","Y,core",Really like the extensibility now with ObjectStateController.,,"This is going to be confusing, since the JS SDK is one level deeper than the other SDKs:



JS ParseObject

JS ObjectState == Android/iOS/.NET ParseObject

JS UniqueInstanceState/SingleInstanceState == Android/iOS/.NET ParseObject.State

Does ParseReact publicize ObjectState directly? If not, it'd be great if we can rename things to make it less confusing moving between codebases.

$$$$

So, we could probably abstract everything away and make this a controller, but one of the core reasons that ObjectStore exists, and why single-instance mode is addressable by a className + ID mapping, is to eventually publicize APIs that provide functional access over Parse Objects (a la Parse+React) without requiring any new code.

It's still possible to eventually publicize APIs that provide functional access over ParseObjects (a.k.a publicize our current ObjectState) while still abstracting the State store. IMO, it's even more powerful if we abstract it as controller (and the API will allow people to build localStorage based State store! #randomidea #dontmindthis).



I agree with passing _getStateIdentifier.",N,{},N,{},Merged.,{},,

3RQVKZ7ZRK7U7XRT5NBYPO80QMX72V,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,3D8YOU6S9F8M9TKKVZLDDDYHR5DU69,AMZVZJL54O491,Approved,Mon Sep 26 00:30:16 PDT 2016,Mon Sep 26 00:35:14 PDT 2016,Mon Oct 03 00:35:14 PDT 2016,Wed Sep 28 14:45:56 PDT 2016,,,298,80% (64/80),80% (64/80),80% (64/80),1373,https://github.com/squizlabs/PHP_CodeSniffer/pull/840,https://github.com/squizlabs/PHP_CodeSniffer/graphs/contributors,TRUE,tim-bezhashvyly,gsherwood,"gsherwood, klausi",3,20,{},zantx3,tim-bezhashvyly,"gsherwood, klausi, andrygrunwald, bpearson, jrfnl","tim-bezhashvyly, aik099","Y,core","danicarrion commented on Jan 14



looks good to me too","Y,core",I think that relevant sniff should be fixed instead. Technically there can't be empty method name and it's the sniff that produces it. This means that sniff does wrong thing.,"Y,bug","tim-bezhashvyly commented on Jan 5



I will not submit them. Frankly I gave up fighting with you guys. Only interested in this particular PR as it breaks my build.",N,{},Merged.,{},,

3G5RUKN2ECRUA24F6372V824W7C9N0,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:05 PDT 2016,,,3H7Z272LX8VR09FV1HSLSQTFAKELPJ,ABFSVRWVFHZ6P,Approved,Fri Sep 30 05:10:29 PDT 2016,Fri Sep 30 05:29:16 PDT 2016,Fri Oct 07 05:29:16 PDT 2016,Sat Oct 01 19:06:04 PDT 2016,,,1127,100% (39/39),100% (39/39),100% (39/39),1375,https://github.com/nodejs/node/pull/4518,https://github.com/nodejs/node/graphs/contributors,FALSE,feross,jasnell,"ry, bnoordhuis, isaacs",6,20,{},0pointr,feross,"ry, bnoordhuis, isaacs, indutny, piscisaureus, jasnell","tejasmanohar, feross","Y,core","thank you @feross ... and thank you for bearing with us ;-) the contribution is very appreciated. 

Doing another CI pass: https://ci.nodejs.org/job/node-test-pull-request/1151/ 

LGTM if CI is green! :-)",N,{},N,{},N,{},"Rej, implemented.",Landed in 2b15e68,,

3G5RUKN2ECRUA24F6372V824W7C9N0,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:05 PDT 2016,,,3M68NM076IVUT1S3R5Q882BXK8DR6A,AMZVZJL54O491,Approved,Mon Sep 26 05:48:51 PDT 2016,Mon Sep 26 05:55:59 PDT 2016,Mon Oct 03 05:55:59 PDT 2016,Wed Sep 28 14:45:59 PDT 2016,Tue Sep 27 10:53:04 PDT 2016,,428,80% (64/80),80% (64/80),80% (64/80),1375,https://github.com/nodejs/node/pull/4518,https://github.com/nodejs/node/graphs/contributors,FALSE,feross,jasnell,"ry, bnoordhuis, isaacs",6,20,{},zantx3,feross,"ry, bnoordhuis, isaacs, indutny, piscisaureus, trott, trevnorris, rvagg, tjfontaine","fishrock123, trevnorris, bnoordhuis, jasnell, evanlucas, tejasmanohar","Y,others","tejasmanohar commented on Jan 3



:+1:





$$$$$





 evanlucas commented on Jan 4



CI looks good (minus the occasional flaky tests). LGTM","Y,others","jasnell commented on Jan 5



Defensively marking as semver-major due to the error handling change. Minor might be more appropriate.",N,{},N,{},"Rej, implemented.","jasnell commented on Jan 6



thank you @feross ... and thank you for bearing with us ;-) the contribution is very appreciated.

Doing another CI pass: https://ci.nodejs.org/job/node-test-pull-request/1151/

LGTM if CI is green! :-)





$$$$





 feross commented on Jan 6



Thanks @jasnell, I appreciate the attention to detail.



		

$$$$



jasnell commented on Jan 6



Landed in 2b15e68",,

3V7ICJJAZA4RCN96MI62N5RUTQK4BA,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,3C6FJU71TRHOSDUQ1IG5W4IAQGSUYX,AMZVZJL54O491,Approved,Mon Sep 26 03:42:05 PDT 2016,Mon Sep 26 03:44:28 PDT 2016,Mon Oct 03 03:44:28 PDT 2016,Wed Sep 28 14:46:03 PDT 2016,,,143,80% (64/80),80% (64/80),80% (64/80),1387,https://github.com/plv8/plv8/pull/140,https://github.com/plv8/plv8/graphs/contributors,FALSE,dacjames,JerrySievert,"umitanuki, JerrySievert",4,20,{},{},dacjames,"umitanuki, JerrySievert,itgacky","infusion, jerrysievert","Y,core",{},"Y,core","JerrySievert commented on Jan 10



:+1: i'm the one that added the darwin specific flags to get it to build earlier - it builds for me currently.



i hate the constant ""works"" ""broken"" ""works"" ""broken"" cycle with os x, i wish there were a better solution.","Y,bug","JerrySievert on Feb 13



i have most of the travis environments passing, with the exception of:","Y, no value","JerrySievert commented on Feb 12



i've created a new pull request that fixes some build issues across the board, waiting to see if travis builds are fixed - if that goes well, i'd love to see this broken out.



i'm really curious about the memory context changes, as well as the potential memory leak.","Rej, not sure.",{},,

359AP8GAGG875FJV2G0411HM2DAC79,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,3K3R2QNK8CR9RCMIT6OPXNPJH6SU9R,AMZVZJL54O491,Approved,Mon Sep 26 01:15:37 PDT 2016,Mon Sep 26 01:19:29 PDT 2016,Mon Oct 03 01:19:29 PDT 2016,Wed Sep 28 14:46:01 PDT 2016,,,232,80% (64/80),80% (64/80),80% (64/80),1390,https://github.com/akka/akka/pull/19363,https://github.com/akka/akka/graphs/contributors,FALSE,briantopping,rkuhn,"viktorklang, patriknw, rkuhn",6,21,{},zantx3,briantopping,"viktorklang, patriknw, rkuhn,jboner,pvlugter,ktoso,bantonsson,krasserm,jrudolph","2beaucoup, akka-ci, briantopping","Y,core","ktoso commented on Jan 5



OK TO TEST",N,"This is actually the old code modified to handle the new return monad. I don't think the scheme is ever provided by the user, rather it is generated by the immediate caller: https://github.com/briantopping/akka/blob/2aa32b3144dc0cde8ba1e1e422a7d62a5df688a9/akka-http/src/main/scala/akka/http/scaladsl/server/directives/FileAndResourceDirectives.scala#L86-L86.","Y,bug","briantopping commented on Jan 6


